code,raison_sociale,type_personne,statut,forme_juridique,pays,ville,assujetti_tva,domicilie_sms,capital_social,valeur_nominale,nombre_part,created_at
CL178989995235258,Map EXNEX NBSP,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:54.697872+00:00
CL178989995235259,Map EX,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:54.708079+00:00
CL178989995235260,Bool Num,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 22:40:54.717602+00:00
CL178989995235261,PP Long,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:40:54.727602+00:00
CL178989995235262,PM Long,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:54.736920+00:00
CL178989995235263,AS Long,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:54.746988+00:00
CL178989995235264,Map NC,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:54.757193+00:00
CL178989995235265,Map EXNEX NBSP,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:54.767194+00:00
CL178989995235266,Map EX,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:54.778194+00:00
CL178989995235267,Bool Num,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 22:40:54.787205+00:00
CL178989995235268,Beta Group,PM,EXERCANTE,,TN,Sousse,1,0,0.000,0.000,0,2025-08-14 22:40:54.798715+00:00
CL178989995235269,batata,PM,EXERCANTE,,TN,Sousse,1,0,0.000,0.000,0,2025-08-14 22:40:54.811910+00:00
CL178989995235270,Alpha SARL,PM,NOUVELLE CREATION,,TN,,0,0,0.000,0.000,0,2025-08-14 22:40:54.823909+00:00
CL178989995235271,PP Long,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:40:54.835911+00:00
CL178989995235272,PM Long,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:54.847912+00:00
CL178989995235273,AS Long,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:54.858890+00:00
CL178989995235274,Map NC,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:54.869890+00:00
CL178989995235275,Map EXNEX NBSP,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:54.879893+00:00
CL178989995235276,Map EX,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:54.889916+00:00
CL178989995235277,Bool Num,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 22:40:54.900162+00:00
CL178989995235278,PP Long,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:40:54.910452+00:00
CL178989995235279,PM Long,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:54.920685+00:00
CL178989995235280,AS Long,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:54.930685+00:00
CL178989995235281,Map NC,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:54.941178+00:00
CL178989995235282,Map EXNEX NBSP,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:54.951307+00:00
CL178989995235283,Map EX,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:54.961464+00:00
CL178989995235284,Bool Num,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 22:40:54.971465+00:00
CL178989995235285,PP Long AUTO-20250814-065936,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:40:54.980818+00:00
CL178989995235286,PM Long AUTO-20250814-065936,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:54.990821+00:00
CL178989995235287,AS Long AUTO-20250814-065936,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.000848+00:00
CL178989995235288,Map NC AUTO-20250814-065936,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.009848+00:00
CL178989995235289,Map EXNEX NBSP AUTO-20250814-065936,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.020755+00:00
CL178989995235290,Map EX AUTO-20250814-065936,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.030568+00:00
CL178989995235291,Bool Num AUTO-20250814-065936,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 22:40:55.040662+00:00
CL178989995235292,AUTO-20250814-065936-Import-B,PM,NOUVELLE CREATION,SUARL,TN,Sousse,0,1,0.000,0.000,0,2025-08-14 22:40:55.050464+00:00
CL178989995235293,PP Long,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:40:55.060650+00:00
CL178989995235294,PM Long,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.070566+00:00
CL178989995235295,AS Long,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.080649+00:00
CL178989995235296,Map NC,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.090791+00:00
CL178989995235297,Map EXNEX NBSP,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.100301+00:00
CL178989995235298,Map EX,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.119876+00:00
CL178989995235299,Bool Num,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 22:40:55.132901+00:00
CL178989995235300,PP Long AUTO-20250814-071051,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:40:55.146737+00:00
CL178989995235301,PM Long AUTO-20250814-071051,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.159857+00:00
CL178989995235302,AS Long AUTO-20250814-071051,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.175450+00:00
CL178989995235303,Map NC AUTO-20250814-071051,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.188458+00:00
CL178989995235304,Map EXNEX NBSP AUTO-20250814-071051,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.202651+00:00
CL178989995235305,Map EX AUTO-20250814-071051,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.214654+00:00
CL178989995235306,Bool Num AUTO-20250814-071051,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 22:40:55.226652+00:00
CL178989995235307,AUTO-20250814-071051-Import-B,PM,NOUVELLE CREATION,SUARL,TN,Sousse,0,1,0.000,0.000,0,2025-08-14 22:40:55.239476+00:00
CL178989995235308,PP Long AUTO-20250814-071114,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:40:55.251497+00:00
CL178989995235309,PM Long AUTO-20250814-071114,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.264067+00:00
CL178989995235310,AS Long AUTO-20250814-071114,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.276067+00:00
CL178989995235311,Map NC AUTO-20250814-071114,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.286473+00:00
CL178989995235312,Map EXNEX NBSP AUTO-20250814-071114,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.296486+00:00
CL178989995235313,Map EX AUTO-20250814-071114,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.308696+00:00
CL178989995235314,Bool Num AUTO-20250814-071114,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 22:40:55.321795+00:00
CL178989995235315,AUTO-20250814-071114-Import-B,PM,NOUVELLE CREATION,SUARL,TN,Sousse,0,1,0.000,0.000,0,2025-08-14 22:40:55.335293+00:00
CL178989995235316,PP Long AUTO-20250814-071528,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:40:55.469616+00:00
CL178989995235317,PM Long AUTO-20250814-071528,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.480684+00:00
CL178989995235318,AS Long AUTO-20250814-071528,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.492864+00:00
CL178989995235319,Map NC AUTO-20250814-071528,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.503372+00:00
CL178989995235320,Map EXNEX NBSP AUTO-20250814-071528,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.514072+00:00
CL178989995235321,Map EX AUTO-20250814-071528,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.526073+00:00
CL178989995235322,Bool Num AUTO-20250814-071528,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 22:40:55.537082+00:00
CL178989995235323,AUTO-20250814-071528-Import-B,PM,NOUVELLE CREATION,SUARL,TN,Sousse,0,1,0.000,0.000,0,2025-08-14 22:40:55.549589+00:00
CL178989995235324,PP Long AUTO-20250814-071724,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:40:55.560617+00:00
CL178989995235325,PM Long AUTO-20250814-071724,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.572617+00:00
CL178989995235326,AS Long AUTO-20250814-071724,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.583760+00:00
CL178989995235327,Map NC AUTO-20250814-071724,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.595760+00:00
CL178989995235328,Map EXNEX NBSP AUTO-20250814-071724,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.606484+00:00
CL178989995235329,Map EX AUTO-20250814-071724,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.618485+00:00
CL178989995235330,Bool Num AUTO-20250814-071724,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 22:40:55.634646+00:00
CL178989995235331,AUTO-20250814-071724-Import-B,PM,NOUVELLE CREATION,SUARL,TN,Sousse,0,1,0.000,0.000,0,2025-08-14 22:40:55.645647+00:00
CL178989995235332,PP Long AUTO-20250814-071727,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:40:55.656159+00:00
CL178989995235333,PM Long AUTO-20250814-071727,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.667161+00:00
CL178989995235334,AS Long AUTO-20250814-071727,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.678161+00:00
CL178989995235335,Map NC AUTO-20250814-071727,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.690166+00:00
CL178989995235336,Map EXNEX NBSP AUTO-20250814-071727,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.700243+00:00
CL178989995235337,Map EX AUTO-20250814-071727,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.712903+00:00
CL178989995235338,Bool Num AUTO-20250814-071727,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 22:40:55.725907+00:00
CL178989995235339,AUTO-20250814-071727-Import-B,PM,NOUVELLE CREATION,SUARL,TN,Sousse,0,1,0.000,0.000,0,2025-08-14 22:40:55.739909+00:00
CL178989995235340,PP Long AUTO-20250814-071951,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:40:55.754088+00:00
CL178989995235341,PM Long AUTO-20250814-071951,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.765092+00:00
CL178989995235342,AS Long AUTO-20250814-071951,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.777008+00:00
CL178989995235343,Map NC AUTO-20250814-071951,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.788011+00:00
CL178989995235344,Map EXNEX NBSP AUTO-20250814-071951,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.798518+00:00
CL178989995235345,Map EX AUTO-20250814-071951,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.808251+00:00
CL178989995235346,Bool Num AUTO-20250814-071951,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 22:40:55.818256+00:00
CL178989995235347,AUTO-20250814-071951-Import-B,PM,NOUVELLE CREATION,SUARL,TN,Sousse,0,1,0.000,0.000,0,2025-08-14 22:40:55.830329+00:00
CL178989995235348,PP Long AUTO-20250814-072636,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:40:55.840965+00:00
CL178989995235349,PM Long AUTO-20250814-072636,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.851474+00:00
CL178989995235350,AS Long AUTO-20250814-072636,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.861556+00:00
CL178989995235351,Map NC AUTO-20250814-072636,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.872070+00:00
CL178989995235352,Map EXNEX NBSP AUTO-20250814-072636,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.881997+00:00
CL178989995235353,Map EX AUTO-20250814-072636,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.892671+00:00
CL178989995235354,Bool Num AUTO-20250814-072636,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 22:40:55.903185+00:00
CL178989995235355,AUTO-20250814-072636-Import-B,PM,NOUVELLE CREATION,SUARL,TN,Sousse,0,1,0.000,0.000,0,2025-08-14 22:40:55.912912+00:00
CL178989995235356,PP Long AUTO-20250814-072858,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:40:55.923011+00:00
CL178989995235357,PM Long AUTO-20250814-072858,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.934040+00:00
CL178989995235358,AS Long AUTO-20250814-072858,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.943466+00:00
CL178989995235359,Map NC AUTO-20250814-072858,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.954159+00:00
CL178989995235360,Map EXNEX NBSP AUTO-20250814-072858,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.966245+00:00
CL178989995235361,Map EX AUTO-20250814-072858,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:55.977245+00:00
CL178989995235362,Bool Num AUTO-20250814-072858,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 22:40:55.987570+00:00
CL178989995235363,AUTO-20250814-072858-Import-B,PM,NOUVELLE CREATION,SUARL,TN,Sousse,0,1,0.000,0.000,0,2025-08-14 22:40:55.998102+00:00
CL178989995235364,PP Long AUTO-20250814-073827,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:40:56.007828+00:00
CL178989995235365,PM Long AUTO-20250814-073827,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.019116+00:00
CL178989995235366,AS Long AUTO-20250814-073827,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.029189+00:00
CL178989995235367,Map NC AUTO-20250814-073827,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.039726+00:00
CL178989995235368,Map EXNEX NBSP AUTO-20250814-073827,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.050237+00:00
CL178989995235369,Map EX AUTO-20250814-073827,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.059560+00:00
CL178989995235370,Bool Num AUTO-20250814-073827,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 22:40:56.069560+00:00
CL178989995235371,AUTO-20250814-073827-Import-B,PM,NOUVELLE CREATION,SUARL,TN,Sousse,0,1,0.000,0.000,0,2025-08-14 22:40:56.079572+00:00
CL178989995235372,CL-12335,PM,NOUVELLE CREATION,,TN,,0,0,0.000,0.000,0,2025-08-14 22:40:56.089574+00:00
CL178989995235373,CL-12385,PM,NOUVELLE CREATION,,TN,,0,0,0.000,0.000,0,2025-08-14 22:40:56.102493+00:00
CL178989995235374,PP Long AUTO-20250814-161517,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:40:56.113493+00:00
CL178989995235375,PM Long AUTO-20250814-161517,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.123501+00:00
CL178989995235376,AS Long AUTO-20250814-161517,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.134612+00:00
CL178989995235377,Map NC AUTO-20250814-161517,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.144118+00:00
CL178989995235378,Map EXNEX NBSP AUTO-20250814-161517,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.155381+00:00
CL178989995235379,Map EX AUTO-20250814-161517,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.165067+00:00
CL178989995235380,Bool Num AUTO-20250814-161517,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 22:40:56.175164+00:00
CL178989995235381,AUTO-20250814-161517-Import-B,PM,NOUVELLE CREATION,SUARL,TN,Sousse,0,1,0.000,0.000,0,2025-08-14 22:40:56.185169+00:00
CL178989995235382,PP Long AUTO-20250814-162059,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:40:56.194170+00:00
CL178989995235383,PM Long AUTO-20250814-162059,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.205202+00:00
CL178989995235384,AS Long AUTO-20250814-162059,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.216296+00:00
CL178989995235385,Map NC AUTO-20250814-162059,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.227294+00:00
CL178989995235386,Map EXNEX NBSP AUTO-20250814-162059,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.238301+00:00
CL178989995235387,Map EX AUTO-20250814-162059,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.248323+00:00
CL178989995235388,Bool Num AUTO-20250814-162059,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 22:40:56.259171+00:00
CL178989995235389,AUTO-20250814-162059-Import-B,PM,NOUVELLE CREATION,SUARL,TN,Sousse,0,1,0.000,0.000,0,2025-08-14 22:40:56.270279+00:00
CL178989995235390,PP Long,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:40:56.283240+00:00
CL178989995235391,PM Long,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.295781+00:00
CL178989995235392,AS Long,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.310290+00:00
CL178989995235393,Map NC,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.322554+00:00
CL178989995235394,Map EXNEX NBSP,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.335557+00:00
CL178989995235395,Map EX,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.349589+00:00
CL178989995235396,Bool Num,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 22:40:56.364170+00:00
CL178989995235397,PP Long AUTO-20250814-162448,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:40:56.376851+00:00
CL178989995235398,PM Long AUTO-20250814-162448,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.389944+00:00
CL178989995235399,AS Long AUTO-20250814-162448,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.402012+00:00
CL178989995235400,Map NC AUTO-20250814-162448,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.415677+00:00
CL178989995235401,Map EXNEX NBSP AUTO-20250814-162448,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.426945+00:00
CL178989995235402,Map EX AUTO-20250814-162448,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.438948+00:00
CL178989995235403,Bool Num AUTO-20250814-162448,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 22:40:56.449466+00:00
CL178989995235404,AUTO-20250814-162448-Import-B,PM,NOUVELLE CREATION,SUARL,TN,Sousse,0,1,0.000,0.000,0,2025-08-14 22:40:56.459070+00:00
CL178989995235405,PP Long,PP,NOUVELLE CREATION,PP,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:40:56.478801+00:00
CL178989995235406,PM Long,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.496872+00:00
CL178989995235407,AS Long,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.507383+00:00
CL178989995235408,Map NC,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.517172+00:00
CL178989995235409,Map EXNEX NBSP,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.528172+00:00
CL178989995235410,Map EX,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.538022+00:00
CL178989995235411,Bool Num,PM,EXERCANTE,SUARL,FR,,0,1,1000.500,10.000,3,2025-08-14 22:40:56.548527+00:00
CL178989995235412,batata,PM,EXERCANTE,,TN,Sousse,1,0,0.000,0.000,0,2025-08-14 22:40:56.558533+00:00
CL178989995235413,batata,PM,EXERCANTE,,TN,Sousse,1,0,0.000,0.000,0,2025-08-14 22:40:56.569894+00:00
CL178989995235414,batata,PM,EXERCANTE,,TN,Sousse,1,0,0.000,0.000,0,2025-08-14 22:40:56.580894+00:00
CL178989995235415,batata,PM,EXERCANTE,,TN,Sousse,1,0,0.000,0.000,0,2025-08-14 22:40:56.592900+00:00
CL178989995235416,batata,PM,EXERCANTE,,TN,Sousse,1,0,0.000,0.000,0,2025-08-14 22:40:56.603972+00:00
CL178989995235417,PP Long TSEED_1755182933_9802,PP,NOUVELLE CREATION,PP,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.614823+00:00
CL178989995235418,PM Long TSEED_1755182933_9802,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.626928+00:00
CL178989995235419,AS Long TSEED_1755182933_9802,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.639300+00:00
CL178989995235420,Map NC TSEED_1755182933_9802,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.652222+00:00
CL178989995235421,Map EXNEX TSEED_1755182933_9802,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.664902+00:00
CL178989995235422,Map EX TSEED_1755182933_9802,PM,EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.676029+00:00
CL178989995235423,AUTO TSEED_1755182933_9802,PM,EXERCANTE,SUARL,TN,Tunis,1,0,0.000,0.000,0,2025-08-14 22:40:56.688176+00:00
CL178989995235424,CSVSEED_1755182934_8359 A,PM,EXERCANTE,SUARL,TN,Testville,1,0,0.000,0.000,0,2025-08-14 22:40:56.699325+00:00
CL178989995235425,CSVSEED_1755182934_8359 B,PM,EXERCANTE,SUARL,TN,Testville,1,0,0.000,0.000,0,2025-08-14 22:40:56.712096+00:00
CL178989995235426,batata,PM,EXERCANTE,,TN,Sousse,1,0,0.000,0.000,0,2025-08-14 22:40:56.725096+00:00
CL178989995235427,PP Long TSEED_1755183704_7254,PP,NOUVELLE CREATION,PP,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.736096+00:00
CL178989995235428,PM Long TSEED_1755183704_7254,PM,EXISTANTE NON EXERCANTE,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.747096+00:00
CL178989995235429,AS Long TSEED_1755183704_7254,AS,EXERCANTE,ASSOCIATION,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.758615+00:00
CL178989995235430,Map NC TSEED_1755183704_7254,PM,NOUVELLE CREATION,SUARL,TN,,1,0,0.000,0.000,0,2025-08-14 22:40:56.768614+00:00
